"","SiteCode","Species","Length_mm","Wt_g","logW","logL","Date","HUC12Watershed"
"240","LS0-RA","Tessellated Darter",71,3.6,0.556302501,1.851258349,"6/1/2022","020503010103 Little Shamokin Creek"
"241","LS0-RA","Tessellated Darter",52,1,0,1.716003344,"6/1/2022","020503010103 Little Shamokin Creek"
"242","LS0-RA","Tessellated Darter",50,1.4,0.146128036,1.698970004,"6/1/2022","020503010103 Little Shamokin Creek"
"243","LS0-RA","Tessellated Darter",60,2.3,0.361727836,1.77815125,"6/1/2022","020503010103 Little Shamokin Creek"
"244","LS0-RA","Tessellated Darter",70,2.7,0.431363764,1.84509804,"6/1/2022","020503010103 Little Shamokin Creek"
"245","LS0-RA","Tessellated Darter",64,2.5,0.397940009,1.806179974,"6/1/2022","020503010103 Little Shamokin Creek"
"246","LS0-RA","Tessellated Darter",49,1.2,0.079181246,1.69019608,"6/1/2022","020503010103 Little Shamokin Creek"
"247","LS0-RA","Tessellated Darter",49,1.2,0.079181246,1.69019608,"6/1/2022","020503010103 Little Shamokin Creek"
"248","LS0-RA","Tessellated Darter",61,2.3,0.361727836,1.785329835,"6/1/2022","020503010103 Little Shamokin Creek"
"249","LS0-RA","Tessellated Darter",50,2.5,0.397940009,1.698970004,"6/1/2022","020503010103 Little Shamokin Creek"
"250","LS0-RA","Tessellated Darter",62,2.4,0.380211242,1.792391689,"6/1/2022","020503010103 Little Shamokin Creek"
"251","LS0-RA","Tessellated Darter",62,2.3,0.361727836,1.792391689,"6/1/2022","020503010103 Little Shamokin Creek"
"252","LU0-EL","Tessellated Darter",48,1.5,0.176091259,1.681241237,"6/2/2025","020502061206 Miller Run-Limestone Run"
"253","LU0-EL","Tessellated Darter",61,2.5,0.397940009,1.785329835,"6/2/2025","020502061206 Miller Run-Limestone Run"
"254","LU0-EL","Tessellated Darter",50,1.4,0.146128036,1.698970004,"6/2/2025","020502061206 Miller Run-Limestone Run"
"255","LU0-EL","Tessellated Darter",60,1.91,0.281033367,1.77815125,"6/2/2025","020502061206 Miller Run-Limestone Run"
"256","LU0-EL","Tessellated Darter",70,1.5,0.176091259,1.84509804,"6/2/2025","020502061206 Miller Run-Limestone Run"
"257","LU0-EL","Tessellated Darter",70,3.18,0.50242712,1.84509804,"6/2/2025","020502061206 Miller Run-Limestone Run"
"258","LU0-EL","Tessellated Darter",60,1.98,0.29666519,1.77815125,"6/2/2025","020502061206 Miller Run-Limestone Run"
"259","LU0-EL","Tessellated Darter",68,3.5,0.544068044,1.832508913,"6/2/2025","020502061206 Miller Run-Limestone Run"
"260","LU0-EL","Tessellated Darter",63,2.4,0.380211242,1.799340549,"6/2/2025","020502061206 Miller Run-Limestone Run"
"261","LU0-EL","Tessellated Darter",57,1.55,0.190331698,1.755874856,"6/2/2025","020502061206 Miller Run-Limestone Run"
"262","LU0-EL","Tessellated Darter",68,2.9,0.462397998,1.832508913,"6/2/2025","020502061206 Miller Run-Limestone Run"
"263","LU0-EL","Tessellated Darter",63,1.99,0.298853076,1.799340549,"6/2/2025","020502061206 Miller Run-Limestone Run"
"264","LU0-EL","Tessellated Darter",51,1.31,0.117271296,1.707570176,"6/2/2025","020502061206 Miller Run-Limestone Run"
"265","LU0-EL","Tessellated Darter",57,1.9,0.278753601,1.755874856,"6/2/2025","020502061206 Miller Run-Limestone Run"
"266","LU0-EL","Tessellated Darter",71,3.65,0.562292864,1.851258349,"6/2/2025","020502061206 Miller Run-Limestone Run"
"267","LU0-EL","Tessellated Darter",50,1.2,0.079181246,1.698970004,"6/2/2025","020502061206 Miller Run-Limestone Run"
"268","LU0-EL","Tessellated Darter",65,2.6,0.414973348,1.812913357,"6/2/2025","020502061206 Miller Run-Limestone Run"
"269","PC0-SS","Tessellated Darter",41,0.5,-0.301029996,1.612783857,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"270","PC0-SS","Tessellated Darter",40,0.5,-0.301029996,1.602059991,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"271","PC0-SS","Tessellated Darter",44,1,0,1.643452676,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"272","PC0-SS","Tessellated Darter",55,1.5,0.176091259,1.740362689,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"273","PC0-SS","Tessellated Darter",41,0.5,-0.301029996,1.612783857,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"274","PC0-SS","Tessellated Darter",40,0.5,-0.301029996,1.602059991,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"275","PC0-SS","Tessellated Darter",36,0.3,-0.522878745,1.556302501,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"276","PC0-SS","Tessellated Darter",62,2.4,0.380211242,1.792391689,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"277","PC0-SS","Tessellated Darter",56,2,0.301029996,1.748188027,"6/8/2022","020503010202 Voneida Run-Pine Creek"
"278","Sherman.UpperLoyalsock","Tessellated Darter",70,2.9,0.462397998,1.84509804,"6/27/2023","020502060302 Glass Creek-Loyalsock Creek"
"279","TC0-BU","Tessellated Darter",57,1.8,0.255272505,1.755874856,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"280","TC0-BU","Tessellated Darter",53,1.3,0.113943352,1.72427587,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"281","TC0-BU","Tessellated Darter",47,1.1,0.041392685,1.672097858,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"282","TC0-BU","Tessellated Darter",52,1.4,0.146128036,1.716003344,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"283","TC0-BU","Tessellated Darter",52,1.4,0.146128036,1.716003344,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"284","TC0-BU","Tessellated Darter",57,1.6,0.204119983,1.755874856,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"285","TC0-BU","Tessellated Darter",61,2.1,0.322219295,1.785329835,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"286","TC0-BU","Tessellated Darter",45,0.9,-0.045757491,1.653212514,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"287","TC0-BU","Tessellated Darter",58,1.8,0.255272505,1.763427994,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"288","TC0-BU","Tessellated Darter",30,0.4,-0.397940009,1.477121255,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"289","TC0-BU","Tessellated Darter",57,1.4,0.146128036,1.755874856,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"290","TC0-BU","Tessellated Darter",64,2.2,0.342422681,1.806179974,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"291","TC0-BU","Tessellated Darter",60,1.8,0.255272505,1.77815125,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"292","TC0-BU","Tessellated Darter",42,0.7,-0.15490196,1.62324929,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"293","TC0-BU","Tessellated Darter",45,1,0,1.653212514,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"294","TC0-BU","Tessellated Darter",53,1.3,0.113943352,1.72427587,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"295","TC0-BU","Tessellated Darter",42,0.7,-0.15490196,1.62324929,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"296","TC0-BU","Tessellated Darter",51,1.2,0.079181246,1.707570176,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"297","TC0-BU","Tessellated Darter",56,1.8,0.255272505,1.748188027,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"298","TC0-BU","Tessellated Darter",54,1.5,0.176091259,1.73239376,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"299","TC0-BU","Tessellated Darter",53,1.2,0.079181246,1.72427587,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"300","TC0-BU","Tessellated Darter",52,1.6,0.204119983,1.716003344,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"301","TC0-BU","Tessellated Darter",64,2.4,0.380211242,1.806179974,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"302","TC0-BU","Tessellated Darter",50,1.3,0.113943352,1.698970004,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"303","TC0-BU","Tessellated Darter",50,1.3,0.113943352,1.698970004,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"304","TC0-BU","Tessellated Darter",57,1.9,0.278753601,1.755874856,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"305","TC0-BU","Tessellated Darter",51,1.2,0.079181246,1.707570176,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"306","TC0-BU","Tessellated Darter",60,1.9,0.278753601,1.77815125,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"307","TC0-BU","Tessellated Darter",53,1.3,0.113943352,1.72427587,"6/6/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"308","TC0-CB-U","Tessellated Darter",56,1.8,0.255272505,1.748188027,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"309","TC0-CB-U","Tessellated Darter",58,1.9,0.278753601,1.763427994,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"310","TC0-CB-U","Tessellated Darter",72,4.1,0.612783857,1.857332496,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"311","TC0-CB-U","Tessellated Darter",65,3.8,0.579783597,1.812913357,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"312","TC0-CB-U","Tessellated Darter",52,1.2,0.079181246,1.716003344,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"313","TC0-CB-U","Tessellated Darter",78,4,0.602059991,1.892094603,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"314","TC0-CB-U","Tessellated Darter",61,2.2,0.342422681,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"315","TC0-CB-U","Tessellated Darter",64,3,0.477121255,1.806179974,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"316","TC0-CB-U","Tessellated Darter",61,2.5,0.397940009,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"317","TC0-CB-U","Tessellated Darter",65,3.4,0.531478917,1.812913357,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"318","TC0-CB-U","Tessellated Darter",56,1.7,0.230448921,1.748188027,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"319","TC0-CB-U","Tessellated Darter",57,1.8,0.255272505,1.755874856,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"320","TC0-CB-U","Tessellated Darter",61,1.8,0.255272505,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"321","TC0-CB-U","Tessellated Darter",49,1.2,0.079181246,1.69019608,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"322","TC0-CB-U","Tessellated Darter",61,2.2,0.342422681,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"323","TC0-CB-U","Tessellated Darter",50,1.7,0.230448921,1.698970004,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"324","TC0-CB-U","Tessellated Darter",76,3.7,0.568201724,1.880813592,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"325","TC0-CB-U","Tessellated Darter",58,2.1,0.322219295,1.763427994,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"326","TC0-CB-U","Tessellated Darter",64,2.5,0.397940009,1.806179974,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"327","TC0-CB-U","Tessellated Darter",59,2.3,0.361727836,1.770852012,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"328","TC0-CB-U","Tessellated Darter",62,2.1,0.322219295,1.792391689,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"329","TC0-CB-U","Tessellated Darter",65,2.7,0.431363764,1.812913357,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"330","TC0-CB-U","Tessellated Darter",61,1.9,0.278753601,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"331","TC0-CB-U","Tessellated Darter",53,1.3,0.113943352,1.72427587,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"332","TC0-CB-U","Tessellated Darter",61,2.4,0.380211242,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"333","TC0-CB-U","Tessellated Darter",71,3.6,0.556302501,1.851258349,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"334","TC0-CB-U","Tessellated Darter",58,1.9,0.278753601,1.763427994,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"335","TC0-CB-U","Tessellated Darter",59,2.2,0.342422681,1.770852012,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"336","TC0-CB-U","Tessellated Darter",61,2.4,0.380211242,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"337","TC0-CB-U","Tessellated Darter",64,2.9,0.462397998,1.806179974,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"338","TC0-GU","Tessellated Darter",76,3.8,0.579783597,1.880813592,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"339","TC0-GU","Tessellated Darter",63,2.2,0.342422681,1.799340549,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"340","TC0-GU","Tessellated Darter",71,3.1,0.491361694,1.851258349,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"341","TC0-GU","Tessellated Darter",60,2,0.301029996,1.77815125,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"342","TC0-GU","Tessellated Darter",54,1.6,0.204119983,1.73239376,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"343","TC0-GU","Tessellated Darter",64,2.6,0.414973348,1.806179974,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"344","TC0-GU","Tessellated Darter",65,2.9,0.462397998,1.812913357,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"345","TC0-GU","Tessellated Darter",48,1.1,0.041392685,1.681241237,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"346","TC0-GU","Tessellated Darter",78,4,0.602059991,1.892094603,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"347","TC0-GU","Tessellated Darter",66,2.7,0.431363764,1.819543936,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"348","TC0-GU","Tessellated Darter",60,2.1,0.322219295,1.77815125,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"349","TC0-GU","Tessellated Darter",76,3.8,0.579783597,1.880813592,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"350","TC0-GU","Tessellated Darter",57,1.9,0.278753601,1.755874856,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"351","TC0-GU","Tessellated Darter",64,2.5,0.397940009,1.806179974,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"352","TC0-GU","Tessellated Darter",61,2,0.301029996,1.785329835,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"353","TC0-GU","Tessellated Darter",64,2.9,0.462397998,1.806179974,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"354","TC0-GU","Tessellated Darter",75,3.9,0.591064607,1.875061263,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"355","TC0-GU","Tessellated Darter",52,1.3,0.113943352,1.716003344,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"356","TC0-GU","Tessellated Darter",57,1.9,0.278753601,1.755874856,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"357","TC0-GU","Tessellated Darter",59,2.1,0.322219295,1.770852012,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"358","TC0-GU","Tessellated Darter",74,3.1,0.491361694,1.86923172,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"359","TC0-GU","Tessellated Darter",57,1.8,0.255272505,1.755874856,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"360","TC0-GU","Tessellated Darter",66,2.8,0.447158031,1.819543936,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"361","TC0-GU","Tessellated Darter",68,2.9,0.462397998,1.832508913,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"362","TC0-GU","Tessellated Darter",56,1.9,0.278753601,1.748188027,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"363","TC0-GU","Tessellated Darter",58,2,0.301029996,1.763427994,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"364","TC0-GU","Tessellated Darter",53,1.5,0.176091259,1.72427587,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"365","TC0-GU","Tessellated Darter",65,2.5,0.397940009,1.812913357,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"366","TC0-GU","Tessellated Darter",75,3.9,0.591064607,1.875061263,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"367","TC0-GU","Tessellated Darter",72,3.4,0.531478917,1.857332496,"6/7/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"368","TC0-SB-U","Tessellated Darter",62,2.6,0.414973348,1.792391689,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"369","TC0-SB-U","Tessellated Darter",64,2.3,0.361727836,1.806179974,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"370","TC0-SB-U","Tessellated Darter",60,2.2,0.342422681,1.77815125,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"371","TC0-SB-U","Tessellated Darter",60,1.9,0.278753601,1.77815125,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"372","TC0-SB-U","Tessellated Darter",59,1.9,0.278753601,1.770852012,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"373","TC0-SB-U","Tessellated Darter",62,2.3,0.361727836,1.792391689,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"374","TC0-SB-U","Tessellated Darter",59,1.9,0.278753601,1.770852012,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"375","TC0-SB-U","Tessellated Darter",50,1.2,0.079181246,1.698970004,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"376","TC0-SB-U","Tessellated Darter",66,3,0.477121255,1.819543936,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"377","TC0-SB-U","Tessellated Darter",56,1.8,0.255272505,1.748188027,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"378","TC0-SB-U","Tessellated Darter",58,1.8,0.255272505,1.763427994,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"379","TC0-SB-U","Tessellated Darter",63,2.5,0.397940009,1.799340549,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"380","TC0-SB-U","Tessellated Darter",62,2.7,0.431363764,1.792391689,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"381","TC0-SB-U","Tessellated Darter",57,1.9,0.278753601,1.755874856,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"382","TC0-SB-U","Tessellated Darter",60,2.1,0.322219295,1.77815125,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"383","TC0-SB-U","Tessellated Darter",51,1.2,0.079181246,1.707570176,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"384","TC0-SB-U","Tessellated Darter",51,1.3,0.113943352,1.707570176,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"385","TC0-SB-U","Tessellated Darter",61,2.2,0.342422681,1.785329835,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"386","TC0-SB-U","Tessellated Darter",57,2,0.301029996,1.755874856,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"387","TC0-SB-U","Tessellated Darter",58,1.8,0.255272505,1.763427994,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"388","TC0-SB-U","Tessellated Darter",66,2.5,0.397940009,1.819543936,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"389","TC0-SB-U","Tessellated Darter",62,2.3,0.361727836,1.792391689,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"390","TC0-SB-U","Tessellated Darter",57,1.8,0.255272505,1.755874856,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"391","TC0-SB-U","Tessellated Darter",76,4,0.602059991,1.880813592,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"392","TC0-SB-U","Tessellated Darter",54,1.7,0.230448921,1.73239376,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"393","TC0-SB-U","Tessellated Darter",65,2.3,0.361727836,1.812913357,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"394","TC0-SB-U","Tessellated Darter",59,2.2,0.342422681,1.770852012,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"395","TC0-SB-U","Tessellated Darter",62,2.4,0.380211242,1.792391689,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"396","TC0-SB-U","Tessellated Darter",63,2.4,0.380211242,1.799340549,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"397","TC0-SB-U","Tessellated Darter",54,1.4,0.146128036,1.73239376,"6/8/2023","020502061207 Turtle Creek-West Branch Susquehanna River"
"398","WF0-AM","Tessellated Darter",60,2.22,0.346352974,1.77815125,"6/3/2025","020502061207 Turtle Creek-West Branch Susquehanna River"
